,true_close,y,Date,1_day_risk,10_day_risk
0,15.698431017083376,0.0,2013-07-26,0.3154847323894501,0.19924708
1,15.88957605434344,0.0,2013-07-29,0.28706902265548706,0.17171595
2,16.084851966157654,0.0,2013-07-30,0.28482046723365784,0.20701697
3,16.134858519881256,0.0,2013-07-31,0.28644588589668274,0.21101238
4,16.248700134820986,0.0,2013-08-01,0.29126137495040894,0.16335654
5,16.424580428504484,0.0,2013-08-02,0.2875876724720001,0.11911276
6,16.64654950770362,1.0,2013-08-05,0.2841152846813202,0.12732026
7,16.626738933378643,1.0,2013-08-06,0.29529091715812683,0.1222048
8,16.613536921818024,1.0,2013-08-07,0.26156753301620483,0.12686488
9,16.51675618359212,1.0,2013-08-08,0.2636360228061676,0.13000654
10,16.330596204937173,0.0,2013-08-09,0.3001630902290344,0.08241978
11,16.565137611547346,0.0,2013-08-12,0.34836316108703613,0.07600175
12,17.16281672254377,0.0,2013-08-13,0.34161576628685,0.067922644
13,17.579307458572693,0.0,2013-08-14,0.2904437482357025,0.07777091
14,17.71138216418086,0.0,2013-08-15,0.28058239817619324,0.10539401
15,17.860215942827068,0.0,2013-08-16,0.27843979001045227,0.11619862
16,18.037897136080783,1.0,2013-08-19,0.2830732762813568,0.1184882
17,17.94524613340098,1.0,2013-08-20,0.3371288478374481,0.10279822
18,17.942765086509677,0.0,2013-08-21,0.36356672644615173,0.11330562
19,17.955824370549383,1.0,2013-08-22,0.39045581221580505,0.1399456
20,17.915360234556786,0.0,2013-08-23,0.3548978567123413,0.14340197
21,17.9464657503688,1.0,2013-08-26,0.37027880549430847,0.15935993
22,17.623530430536796,1.0,2013-08-27,0.36545661091804504,0.14470251
23,17.56412836614198,1.0,2013-08-28,0.37207433581352234,0.17439516
24,17.56190949724149,1.0,2013-08-29,0.3862021267414093,0.17195995
25,17.45713299230845,1.0,2013-08-30,0.40993183851242065,0.14256798
26,17.452032126989355,0.0,2013-09-03,0.45840689539909363,0.18444738
27,17.68494273553514,0.0,2013-09-04,0.4961819350719452,0.22980434
28,17.687068633889936,0.0,2013-09-05,0.45450708270072937,0.22895484
29,17.756295478770657,0.0,2013-09-06,0.44457539916038513,0.1921232
30,17.96507802084122,1.0,2013-09-09,0.39076611399650574,0.31079245
31,17.770491578839835,1.0,2013-09-10,0.35778412222862244,0.32097152
32,17.077226488323923,1.0,2013-09-11,0.3782746493816376,0.28981602
33,16.950190396096477,1.0,2013-09-12,0.44389426708221436,0.47867996
34,16.724887748405497,1.0,2013-09-13,0.40354815125465393,0.3551489
35,16.302924884305202,1.0,2013-09-16,0.4281423091888428,0.29703227
36,16.2759524509619,0.0,2013-09-17,0.4451443552970886,0.40587673
37,16.483797827746333,0.0,2013-09-18,0.4392467737197876,0.19746399
38,16.73343627630179,1.0,2013-09-19,0.4242751896381378,0.3486221
39,16.707292067433166,0.0,2013-09-20,0.41915738582611084,0.3125679
40,17.237409706511762,0.0,2013-09-23,0.4428669512271881,0.47451416
41,17.387200681825014,1.0,2013-09-24,0.3992556631565094,0.5585022
42,17.26389538741195,0.0,2013-09-25,0.40809735655784607,0.4256982
43,17.32961323682099,1.0,2013-09-26,0.4421977400779724,0.5849657
44,17.27206123856972,1.0,2013-09-27,0.4206514060497284,0.5265022
45,17.112632856228892,0.0,2013-09-30,0.4025287628173828,0.42862797
46,17.317064512680602,0.0,2013-10-01,0.4211193323135376,0.42689615
47,17.42575805993748,1.0,2013-10-02,0.4029628038406372,0.41883013
48,17.321033086023284,1.0,2013-10-03,0.3913589119911194,0.38524455
49,17.275558334563716,0.0,2013-10-04,0.41065216064453125,0.44358262
50,17.36921362846205,1.0,2013-10-07,0.44175076484680176,0.354068
