Date,Open,High,Low,Close,Volume,14 period RSI,MACD,SIGNAL,14 period STOCH %K,MFV,14 period ATR,MOM,14 period MFI,ROC,OBV,20 period CCI,14 period EMV,VIm,VIp,ema50,ema21,ema14,ema5,normVol,true_close
2000-01-03,0.9363840222358704,1.004464030265808,0.9079239964485168,0.9994419813156128,535796800.0,,0.0,0.0,,21162691.928224564,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.9994419813156128
2000-01-04,0.9587054760367781,0.9920632618444937,0.9046173515143219,0.9370249686417755,518449244.4444444,0.0,-0.0014003816946053238,-0.000777989830336291,,-288346592.94515884,,,,,-518449244.4444444,-66.66666666666667,,,,0.968076526766907,0.9684935559134886,0.9688444161712659,0.9706116873668383,0.9850185527062146,0.9370249686417755
2000-01-05,0.9367248272248155,0.9887367507193003,0.9148215167793637,0.9312837239234678,694933017.3174874,0.0,-0.0019623998914376495,-0.0012634037898040607,,-817065819.0382261,,,,,-1213382261.761932,-48.90104616797352,,,,0.9746882984762275,0.9753018517733107,0.975814403961532,0.9783407004803651,1.1718289484520463,0.9312837239234678
2000-01-06,0.9438650827689857,0.966709374270305,0.870867019629681,0.8764657724181939,743132164.5137342,0.0,-0.0041491046059106695,-0.002240944716669443,,-1512626361.7074976,,,,,-1956514426.2756662,-133.33333333333334,,,,0.9372690936858361,0.9385221108790629,0.9395758141469979,0.944856377872549,1.1586981854607925,0.8764657724181939
2000-01-07,0.890115033468472,0.9242863865791866,0.8589823958316904,0.8842593940722111,558604443.3895148,6.8593193607800345,-0.004939852001815903,-0.0030438086163441396,,-1840893799.7786002,,,,,-1397909982.8861513,-102.40812392543988,,,,0.9564247668738276,0.9580163965384637,0.9593448967333407,0.9658377952415298,0.9034614013161603,0.8842593940722111
2000-01-10,0.903529001079275,0.9169015507790614,0.8505165859702231,0.8767762220309568,523739063.35671324,6.4050292965393965,-0.005642330447776067,-0.003748152507681183,,-2143706291.1541743,,,,,-1921649046.2428646,-89.06826812543143,,,,0.9569852883219263,0.9588731717126874,0.960439324542206,0.9679328946385348,0.8808267748550019,0.8767762220309568
2000-01-11,0.8729957722747999,0.8976332002683616,0.8228864471227618,0.8451325684065875,470280997.6312388,4.920872190736617,-0.0074291603735753275,-0.004679717398184998,,-2463560376.6384115,,,,,-2391930043.8741035,-111.04224850682223,,,,0.9334124859192797,0.9358578506175561,0.9378922549362486,0.9476785330017078,0.8310927177601138,0.8451325684065875
2000-01-12,0.8568839730495188,0.8684063978160639,0.7900114942293716,0.8017856545192211,799117118.9678522,3.6672739949862603,-0.01056940459324096,-0.006095119986749197,,-3133248859.507402,,,,,-3191047162.8419557,-135.88943585052206,,,,0.8993141470046985,0.9026641687848619,0.9054723085383093,0.9192204057427785,1.2961813613022468,0.8017856545192211
2000-01-13,0.8482552031334443,0.8770453108832169,0.8133363015034746,0.8421234892636915,950948078.2927775,23.259363381532665,-0.010581839854135522,-0.00713157453484748,,-3627131869.6654325,,,,,-2240099084.549178,-82.4532320672762,,,,0.9508908482160711,0.9546636492934302,0.9577869947618352,0.9724086357269743,1.3869202886406315,0.8421234892636915
2000-01-14,0.8772471806905227,0.9003813933121539,0.8613990859778135,0.8776401683510143,586566175.755143,35.66594846531822,-0.008607266493418697,-0.007462215197368066,,-3959792260.4763007,,,,,-1653532908.794035,-23.84086316084729,,,,0.9919697734534008,0.995543880558428,0.9984246265078168,1.0107240020081278,0.8807845037453816,0.8776401683510143
2000-01-18,0.8931975863117492,0.930312635876735,0.8843858693920029,0.9103828424149254,503762802.05470425,44.563828875611165,-0.005315313932429788,-0.006992485467856159,,-4165302429.0106335,,-0.0890591389006874,,,-1149770106.7393308,24.94252087409831,,,,1.0259995050332524,1.0288689208477204,1.0310627769988359,1.038743055599162,0.7936746804855301,0.9103828424149254
2000-01-19,0.9256212699953486,0.956747821723567,0.9094792746300349,0.9370772373599349,564785266.9275112,50.566661368449154,-0.0013631567025605973,-0.00578354173400342,,-4384748248.405,,5.226871815933176e-05,,,-584984839.8118196,66.36417942069875,,,,1.0506215369150385,1.0524355761619733,1.0536486904603148,1.055489893260076,0.908608792410088,0.9370772373599349
2000-01-20,0.9942800257029484,1.0399954768286566,0.977023304913304,0.9866825706521846,1387912136.959149,59.370922803141454,0.0043880674696596955,-0.0036308758338754158,,-5546363117.601167,,0.055398846728716755,,-1.2766534628285686,802927297.1473293,153.99037319247526,,,,1.09617686093139,1.0962720153151733,1.095924118712008,1.089065807694979,1.82025767369716,0.9866825706521846
2000-01-21,1.01105588561325,1.0270562812065667,0.9814391964027829,0.991349184295719,808120127.9281838,60.09103735052946,0.008906402604587749,-0.001008067830288053,80.54023620748706,-6170916422.923608,0.07342476884228469,0.11488341187752515,52.1864845301609,5.797520607448365,1611047425.0755131,127.4736555655555,,,,1.092394444349546,1.0909453315395636,1.089253055223507,1.0758951117212419,1.048512453586971,0.991349184295719
2000-01-24,0.9831943437830921,1.0138220872710182,0.953604100254796,0.9636018795536029,569411930.1898469,53.96625642105516,0.010553698992447846,0.0013886111803467968,69.44060316155944,-6640098050.43924,0.07083033692792262,0.07934248548139178,48.92174679563844,3.470280302331468,1041635494.8856663,84.82949746287441,-5.103972865937934e-07,0.9458425940081925,0.9604521475860587,1.05683411414557,1.05464519349701,1.0523708065885906,1.0373170574422002,0.7748701947984069,0.9636018795536029
2000-01-25,0.9534930188179451,1.0113670139439206,0.9279023687300114,0.9887114302104205,522438813.18446654,58.12566516112254,0.013193894762524638,0.003818050535369872,79.4850669690936,-6750139455.148277,0.07001890945739535,0.11193520817946367,48.81094809763756,12.806621926893696,1564074308.0701327,76.9735944009799,-5.764322880282869e-07,0.9425963251021852,0.9446751542880989,1.0778068478252296,1.0744861057961168,1.0712678990789386,1.0524153844869322,0.7490996568621415,0.9887114302104205
2000-01-26,0.9721154970804105,1.016673612502479,0.9617079987257404,0.9855300383723313,421506542.8231872,57.417777103251304,0.014846797913978027,0.006074613286926751,78.2124286964292,-6978924356.638049,0.06866536516002406,0.14039746996574387,47.39297630635335,11.452594677422242,1142567765.2469456,86.50597356813388,-4.204032293595651e-07,0.9324842532172624,0.9681358069208233,1.0688879967605298,1.0647389373101972,1.0608745165489954,1.0401284216208526,0.6492049285026658,0.9855300383723313
