,Date,market_risk
1735,2015-07-07,0.2881430685520172
1736,2015-07-08,0.4682227075099945
1737,2015-07-09,0.1676652580499649
1738,2015-07-10,0.6273220777511597
1739,2015-07-13,0.5118300914764404
1740,2015-07-14,0.41364529728889465
1741,2015-07-15,0.38472962379455566
1742,2015-07-16,0.7633044123649597
1743,2015-07-17,0.9105758666992188
1744,2015-07-20,0.9414342045783997
1745,2015-07-21,0.5820959210395813
1746,2015-07-22,0.05774204432964325
1747,2015-07-23,0.7197256088256836
1748,2015-07-24,0.7781662940979004
1749,2015-07-27,0.9675621390342712
1750,2015-07-28,0.3240392506122589
1751,2015-07-29,0.5163743495941162
1752,2015-07-30,0.9087697267532349
1753,2015-07-31,0.1431310772895813
1754,2015-08-03,0.1438663899898529
1755,2015-08-04,0.19092220067977905
1756,2015-08-05,0.4400041997432709
1757,2015-08-06,0.654888391494751
1758,2015-08-07,0.7982566952705383
1759,2015-08-10,0.47227126359939575
1760,2015-08-11,0.8774785399436951
1761,2015-08-12,0.6824597120285034
1762,2015-08-13,0.47411924600601196
1763,2015-08-14,0.8465889096260071
1764,2015-08-17,0.6829373836517334
1765,2015-08-18,0.9759633541107178
1766,2015-08-19,0.918140172958374
1767,2015-08-20,0.9705179929733276
1768,2015-08-21,0.7894188165664673
1769,2015-08-24,0.020994264632463455
1770,2015-08-25,0.603361964225769
1771,2015-08-26,0.2365635484457016
1772,2015-08-27,0.762060821056366
1773,2015-08-28,0.5056440830230713
1774,2015-08-31,0.26227304339408875
1775,2015-09-01,0.49742984771728516
1776,2015-09-02,0.9119654297828674
1777,2015-09-03,0.9332249760627747
1778,2015-09-04,0.8986210823059082
1779,2015-09-08,0.994207501411438
1780,2015-09-09,0.09193281829357147
1781,2015-09-10,0.9926227331161499
1782,2015-09-11,0.1359015703201294
1783,2015-09-14,0.3644845187664032
1784,2015-09-15,0.13199707865715027
1785,2015-09-16,0.4965454041957855
1786,2015-09-17,0.6522282958030701
1787,2015-09-18,0.7093223333358765
1788,2015-09-21,0.2375769466161728
1789,2015-09-22,0.31951022148132324
1790,2015-09-23,0.9643300771713257
1791,2015-09-24,0.871403157711029
1792,2015-09-25,0.57807457447052
1793,2015-09-28,0.6111280918121338
1794,2015-09-29,0.12524552643299103
1795,2015-09-30,0.537263810634613
1796,2015-10-01,0.9312262535095215
1797,2015-10-02,0.8819676041603088
1798,2015-10-05,0.7101972103118896
1799,2015-10-06,0.4046282172203064
1800,2015-10-07,0.4787542521953583
1801,2015-10-08,0.22771330177783966
1802,2015-10-09,0.8546250462532043
1803,2015-10-12,0.14013943076133728
1804,2015-10-13,0.9300486445426941
1805,2015-10-14,0.5730751752853394
1806,2015-10-15,0.6933097243309021
1807,2015-10-16,0.2838878333568573
1808,2015-10-19,0.885948896408081
1809,2015-10-20,0.9427871704101562
1810,2015-10-21,0.3266172409057617
1811,2015-10-22,0.9716665148735046
1812,2015-10-23,0.6397867202758789
1813,2015-10-26,0.8069718480110168
1814,2015-10-27,0.7221938371658325
1815,2015-10-28,0.846609890460968
1816,2015-10-29,0.22051487863063812
1817,2015-10-30,0.4462232291698456
1818,2015-11-02,0.43524107336997986
1819,2015-11-03,0.06479547917842865
1820,2015-11-04,0.7999473810195923
1821,2015-11-05,0.9950843453407288
1822,2015-11-06,0.7777328491210938
1823,2015-11-09,0.8006578087806702
1824,2015-11-10,0.29885604977607727
1825,2015-11-11,0.28415384888648987
1826,2015-11-12,0.4859870672225952
1827,2015-11-13,0.8583455085754395
1828,2015-11-16,0.9357039332389832
1829,2015-11-17,0.276712030172348
1830,2015-11-18,0.8712319731712341
1831,2015-11-19,0.41796204447746277
1832,2015-11-20,0.03498730808496475
1833,2015-11-23,0.8935526609420776
1834,2015-11-24,0.10967092216014862
1835,2015-11-25,0.5261166095733643
1836,2015-11-27,0.5325412750244141
1837,2015-11-30,0.7940751314163208
1838,2015-12-01,0.6831210851669312
1839,2015-12-02,0.591252863407135
1840,2015-12-03,0.5322234034538269
1841,2015-12-04,0.8583314418792725
1842,2015-12-07,0.11331874877214432
1843,2015-12-08,0.8236678242683411
1844,2015-12-09,0.9734247922897339
1845,2015-12-10,0.9006131291389465
1846,2015-12-11,0.4010359048843384
1847,2015-12-14,0.5334343910217285
1848,2015-12-15,0.6955846548080444
1849,2015-12-16,0.803401529788971
1850,2015-12-17,0.07389076799154282
1851,2015-12-18,0.5697043538093567
1852,2015-12-21,0.377803236246109
1853,2015-12-22,0.9753064513206482
1854,2015-12-23,0.4261472225189209
1855,2015-12-24,0.6160637736320496
1856,2015-12-28,0.3056769371032715
1857,2015-12-29,0.5118016004562378
1858,2015-12-30,0.8940016627311707
1859,2015-12-31,0.14858712255954742
1860,2016-01-04,0.04253782704472542
1861,2016-01-05,0.2764270305633545
1862,2016-01-06,0.4662795066833496
1863,2016-01-07,0.22879156470298767
1864,2016-01-08,0.07202070206403732
1865,2016-01-11,0.48178717494010925
1866,2016-01-12,0.9747557044029236
1867,2016-01-13,0.28743359446525574
1868,2016-01-14,0.9371891617774963
1869,2016-01-15,0.7030540108680725
1870,2016-01-19,0.8781803846359253
1871,2016-01-20,0.9977502226829529
1872,2016-01-21,0.7972641587257385
1873,2016-01-22,0.6753759384155273
1874,2016-01-25,0.15451247990131378
1875,2016-01-26,0.8485621809959412
1876,2016-01-27,0.9924151301383972
1877,2016-01-28,0.28084224462509155
1878,2016-01-29,0.5451925992965698
1879,2016-02-01,0.9635472893714905
1880,2016-02-02,0.20567530393600464
1881,2016-02-03,0.9731521010398865
1882,2016-02-04,0.9880905151367188
1883,2016-02-05,0.9985226988792419
1884,2016-02-08,0.9586865305900574
1885,2016-02-09,0.21700403094291687
1886,2016-02-10,0.8183083534240723
1887,2016-02-11,0.3650234043598175
1888,2016-02-12,0.641588032245636
1889,2016-02-16,0.11118128150701523
1890,2016-02-17,0.2226598709821701
1891,2016-02-18,0.9597238302230835
1892,2016-02-19,0.3330874443054199
1893,2016-02-22,0.9571544528007507
1894,2016-02-23,0.9984363913536072
1895,2016-02-24,0.018440935760736465
1896,2016-02-25,0.926540732383728
1897,2016-02-26,0.4061000347137451
1898,2016-02-29,0.9933525323867798
1899,2016-03-01,0.4645480811595917
1900,2016-03-02,0.8085270524024963
1901,2016-03-03,0.8347073197364807
1902,2016-03-04,0.1455739438533783
1903,2016-03-07,0.44394227862358093
1904,2016-03-08,0.589815616607666
1905,2016-03-09,0.3092736005783081
1906,2016-03-10,0.9390344619750977
1907,2016-03-11,0.2588869631290436
1908,2016-03-14,0.20247219502925873
1909,2016-03-15,0.1896486133337021
1910,2016-03-16,0.009390910156071186
1911,2016-03-17,0.18467427790164948
1912,2016-03-18,0.32915347814559937
1913,2016-03-21,0.15861019492149353
1914,2016-03-22,0.434856653213501
1915,2016-03-23,0.9209349751472473
1916,2016-03-24,0.8713039755821228
1917,2016-03-28,0.5771918296813965
1918,2016-03-29,0.9693983197212219
1919,2016-03-30,0.37989524006843567
1920,2016-03-31,0.15043093264102936
1921,2016-04-01,0.341759592294693
1922,2016-04-04,0.3474603593349457
1923,2016-04-05,0.993906557559967
1924,2016-04-06,0.3800410330295563
1925,2016-04-07,0.6035438776016235
1926,2016-04-08,0.7328060865402222
1927,2016-04-11,0.9204468131065369
1928,2016-04-12,0.7985548377037048
1929,2016-04-13,0.21276846528053284
1930,2016-04-14,0.3248133659362793
1931,2016-04-15,0.058817800134420395
1932,2016-04-18,0.7957502603530884
1933,2016-04-19,0.8661360144615173
1934,2016-04-20,0.5620477199554443
1935,2016-04-21,0.7250385880470276
1936,2016-04-22,0.8874877691268921
1937,2016-04-25,0.27645254135131836
1938,2016-04-26,0.3119935393333435
1939,2016-04-27,0.7260087132453918
1940,2016-04-28,0.07465313374996185
1941,2016-04-29,0.5017397999763489
1942,2016-05-02,0.030185047537088394
1943,2016-05-03,0.6757445335388184
1944,2016-05-04,0.4743020236492157
1945,2016-05-05,0.0950787365436554
1946,2016-05-06,0.6408569812774658
1947,2016-05-09,0.09545672684907913
1948,2016-05-10,0.2854173481464386
1949,2016-05-11,0.8411828279495239
1950,2016-05-12,0.9396464228630066
1951,2016-05-13,0.8552406430244446
1952,2016-05-16,0.11475852876901627
1953,2016-05-17,0.6223353743553162
1954,2016-05-18,0.24966585636138916
1955,2016-05-19,0.1032915860414505
1956,2016-05-20,0.6864604949951172
1957,2016-05-23,0.8839943408966064
1958,2016-05-24,0.1749265044927597
1959,2016-05-25,0.17474904656410217
1960,2016-05-26,0.32914623618125916
1961,2016-05-27,0.8169533610343933
1962,2016-05-31,0.9676367044448853
1963,2016-06-01,0.40908700227737427
1964,2016-06-02,0.761606752872467
1965,2016-06-03,0.6391149759292603
1966,2016-06-06,0.7403118014335632
1967,2016-06-07,0.1195683479309082
1968,2016-06-08,0.9701442122459412
1969,2016-06-09,0.6278451681137085
1970,2016-06-10,0.8953276872634888
1971,2016-06-13,0.05983227863907814
1972,2016-06-14,0.7585049271583557
1973,2016-06-15,0.9501290917396545
1974,2016-06-16,0.9898636937141418
1975,2016-06-17,0.17821326851844788
1976,2016-06-20,0.521834135055542
1977,2016-06-21,0.4804120659828186
1978,2016-06-22,0.7254511713981628
1979,2016-06-23,0.5726027488708496
1980,2016-06-24,0.9974938631057739
1981,2016-06-27,0.6798192858695984
1982,2016-06-28,0.6422843933105469
1983,2016-06-29,0.7248705625534058
1984,2016-06-30,0.3123314082622528
1985,2016-07-01,0.529972493648529
