Date,Open,High,Low,Close,Volume,14 period RSI,MACD,SIGNAL,14 period STOCH %K,MFV,14 period ATR,MOM,14 period MFI,ROC,OBV,20 period CCI,14 period EMV,VIm,VIp,ema50,ema21,ema14,ema5,normVol,true_close
2004-08-19,49.813289642333984,51.83570861816406,47.80083084106445,49.9826545715332,44871361.0,,0.0,0.0,,77293822.60342357,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,49.9826545715332
2004-08-20,50.185965785273794,53.68802388509114,49.47603395250108,52.92348098754883,28628037.296296295,100.0,0.06598007984650422,0.03665559991472457,,170791022.61578444,,,,,28628037.296296295,66.66666666666667,,,,1.0282868040614113,1.0278946181283395,1.02756515217981,1.025912458041747,0.794972262244807,52.92348098754883
2004-08-23,53.569497819262565,55.61678059032291,52.76659713900555,53.99122576235916,21643222.15449915,100.0,0.11718241947829,0.06965839481782515,,184952079.41693372,,,,,50271259.45079544,99.05699934869506,,,,1.0318331705171502,1.031133710121404,1.0305490149814793,1.0276611315501272,0.7136555817697956,53.99122576235916
2004-08-24,54.78556796071317,55.60018300754465,51.991227517572064,52.83505716711679,17470384.30611235,75.31325852309493,0.09585537693440216,0.07853271125297996,,186308569.61806238,,,,,32800875.144683093,51.471492981501285,,,,1.0072122514938369,1.006613433652153,1.0061220749617787,1.0038275006871917,0.667100415651569,52.83505716711679
2004-08-25,53.15098124508019,54.42280859858423,51.83101687814053,52.81351267246754,12087341.155190088,74.94198941622183,0.0813912790274145,0.07938307053856854,,190679056.7477564,,,,,20713533.989493005,27.749575653998857,,,,1.0053792216435467,1.0048377787837444,1.0044009018617417,1.0024633522371937,0.5430257141585058,52.81351267246754
2004-08-26,52.583178982634514,53.999945008008304,52.02870041945635,53.42564083759898,8858236.45214139,78.22627453245838,0.09734146791453213,0.08425079469503365,,200472718.71045193,,,,,29571770.441634394,32.419053158971906,,,,1.0140091571167427,1.0133666055048292,1.0128466517434065,1.0105163126415266,0.4686622420670121,53.42564083759898
2004-08-27,53.40594835102721,54.06970107892511,52.431285192717965,53.068667447664836,7156137.189551822,72.27689196103617,0.08972231042151435,0.08563548935864877,,200661681.79506662,,,,,22415633.25208257,33.09143580575962,,,,1.006131344263741,1.0055109921583054,1.005015769935911,1.0028915734110957,0.4421236021581812,53.068667447664836
2004-08-30,52.78016923090747,53.08039761254372,51.38015971896028,51.60315019232618,5898338.47574614,54.089450932376465,0.013471095779983955,0.06829302852997358,,196852198.5249257,,,,,16517294.776336432,-40.22567610989382,,,,0.9811899748935735,0.9809367561296521,0.9807667922808821,0.9804778166906439,0.42277000298262124,51.60315019232618
2004-08-31,51.59631072710998,52.15795156253408,51.061046840943874,51.207081749791655,5276183.230948177,50.3983776042918,-0.05918680215980032,0.03884455520993455,,193048959.6644616,,,,,11241111.545388255,-66.69759632486314,,,,0.9767494008368074,0.9768594649440138,0.9770073869189535,0.9784233626131693,0.4339628646465603,51.207081749791655
2004-09-01,51.31156020584598,51.59555092665894,50.14312795359635,50.38203913570658,7814830.710624727,43.70744916688867,-0.15236466862950238,-0.003997410610310369,,188386652.34637764,,,,,3426280.834763528,-98.23943613052045,,,,0.9651189772753417,0.9657083065716527,0.9662724473041675,0.9698576031839168,0.691894585159749,50.38203913570658
2004-09-02,50.07540510112302,51.20444944714355,49.58551286957553,50.50126894105825,12609078.286775026,44.84699589671989,-0.211207648223791,-0.049333826614088014,,194456774.98832208,,0.5186143695250465,,,16035359.121538553,-99.57146463745381,,,,0.9705722439515344,0.9715224438551514,0.9723915575137628,0.9773945494501688,1.0918902784784164,50.50126894105825
2004-09-03,50.2126265325418,50.86358114852759,49.51339064063941,50.05731671363057,7778166.875656346,41.479903489153806,-0.27586165655125683,-0.09798250427422468,,194042800.926594,,-2.8661642739182582,,,8257192.2458822075,-101.1220928534596,,,,0.9654374972749995,0.966784610412838,0.9679874189869423,0.9745095221813717,0.7175251092528759,50.05731671363057
2004-09-07,50.280080949116574,50.82846166580678,49.58204638641847,50.41028095564662,6541327.943636701,45.01457010262297,-0.30021309817315966,-0.14078152404900074,,197265895.33329603,,-3.5809448067125373,,0.8555495657026673,14798520.18951891,-83.43047771518158,,,,0.974581815121893,0.9761828337451863,0.9775849008722125,0.9847518954440272,0.6508841929203287,50.41028095564662
2004-09-08,50.21626828075084,51.14967240935838,49.894247141460916,50.766943284974744,5545513.268050866,48.40578746569459,-0.293870552165437,-0.1728078629530938,37.949482008782134,200414837.41844124,2.1877137190829017,-2.0681138821420433,53.54732759829286,-4.074822106054301,20344033.457569778,-61.20117201378697,,,,0.982951616011776,0.984670876685551,0.9861466179143287,0.9932057396907672,0.6004388549869717,50.766943284974744
2004-09-09,50.77350968334391,51.15848294739617,50.165409825236466,50.895013267661696,4593605.505901524,49.60763002421216,-0.27773792956423904,-0.1945591828064671,23.10760236256769,202547630.1287332,1.970441958015766,-1.9184994048058428,54.91253996398509,-5.734658643101293,24937638.9634713,-51.18828989680991,-0.01038021186558965,1.0245494479047828,1.0857160487180806,0.9865279202144406,0.9883036545307141,0.9897976074490051,0.9964730041491545,0.5463133870562424,50.895013267661696
2004-09-10,50.66742218567062,52.40814472362041,50.35745323250673,51.91767192423877,7288916.7637432255,58.01739735248061,-0.19998182180466273,-0.19567512148753258,39.392555668576215,212176612.3948029,1.8160634979103105,-1.5079689133602159,47.5467974150351,-1.7363192018063662,32226555.727214526,-6.62946392945199,-0.014429583983461036,1.050339616544381,1.0346675763666016,1.0058894530020437,1.0074501082746057,1.008711614616214,1.0135497699875518,0.8876877862256497,51.91767192423877
2004-09-13,52.258939017901845,53.44453180874622,52.09540628490373,52.978221019943234,7674051.024145607,64.6129132269023,-0.07256858706028169,-0.1704866199718829,56.92374851067046,216298924.16542074,1.721540385995317,-0.09044642772160216,40.90729002129906,0.3118678140141212,39900606.75136013,62.68117140527777,-0.021557810525309473,1.0827545591949863,0.9647771752357547,1.0245791598093368,1.025638848782521,1.0264119168181247,1.0281075520571343,0.9453841751192367,52.978221019943234
2004-09-14,53.08147300646792,54.96965951442233,52.81053873431001,54.64131993322912,9758197.37139748,72.032841949205,0.1307583782707411,-0.10913236023826242,93.98234235173295,232680109.95463145,1.617980763862441,3.038169740902937,53.20748491703844,2.2754600161475023,49658804.12275761,122.37831379482301,0.001988122924167418,1.019989162796104,1.0283235247998432,1.0528361635697576,1.052955071327241,1.052846192733995,1.0494089649171068,1.1614786620484767,54.64131993322912
2004-09-15,54.37633621853117,56.22549762354971,54.164945426408295,55.38853535014197,10411965.83141052,74.6088634896092,0.3333596189352974,-0.01933991894710391,87.5305582056614,241190917.86030903,1.5800350836265633,4.181453600350316,64.14429926388827,4.371445551680638,60070769.95416813,159.06143345265139,0.03068030678127271,0.9104710935059526,1.0974749688402856,1.062765535879576,1.0618144863897074,1.0607335118438939,1.05221676787737,1.190288655919906,55.38853535014197
2004-09-16,55.40587825313605,57.17338656367806,55.10847877135982,56.28792085254317,9695926.590448806,77.3170882188028,0.5441170903772701,0.0946658802937172,88.44038926350191,248468932.24833262,1.586725312467012,5.905881716836589,64.61352192182335,9.078458665327078,69766696.54461694,174.19863665080527,0.0468560027584378,0.8491423144076179,1.130639408654008,1.0748653106096004,1.0726909803124662,1.0705231961391706,1.056769384349558,1.0882382673075746,56.28792085254317
2004-09-17,56.439694374651765,58.05234541562444,56.05390995304024,57.742432416880526,9579975.956626201,80.87061467734635,0.7966620151167021,0.23637211659566953,96.37059796063325,263159295.14481914,1.6124409964939446,7.241163475822276,65.63549961303366,12.762591508381476,79346672.50124314,189.6474952777828,0.05658579247960268,0.8157018411211623,1.1526031653316664,1.0961562474542843,1.0924137340395024,1.0888711125816841,1.068767682521254,1.0616186841153024,57.742432416880526
2004-09-20,57.62070993339885,59.6907448305578,57.427403487354226,58.856993565555534,10294522.934885778,83.06055076620211,1.0574530838930158,0.40180901893425364,91.80777980756363,274084030.4101274,1.652662671466811,8.799676851924964,72.31836193447063,16.82138034751082,89641195.43612891,201.37521207984253,0.10124147988377,0.7066170984092546,1.2536819395869445,1.1100841283805674,1.1046044737728098,1.0995721998911259,1.0731134648459044,1.1141735232304564,58.856993565555534
2004-09-21,58.96009420274648,59.882115228665334,58.14772793171809,58.75493336653241,8324112.327145735,82.13332176474445,1.2402388562366014,0.5704907073341903,89.12902110029405,273728618.97804004,1.698197141135171,8.344652410885793,77.55997176266888,16.343479279911357,81317083.10898317,177.4575594747645,0.11724415442945661,0.6676350030532909,1.2906000622977865,1.101772316220521,1.0949099533461841,1.0887534329029107,1.0584899593707204,0.9162797745205002,58.75493336653241
2004-09-22,58.64855337958808,59.70625486402744,58.17319048624566,58.89405799237485,7864648.56449576,82.42139890235933,1.3771301004151013,0.7325840501194378,90.47079293212667,275231403.62734324,1.7039572414722564,8.127114707400104,76.74675875723071,17.653246036534036,89181731.67347893,145.00763754498723,0.126022980362479,0.6525550685233964,1.3291635318434132,1.098438041275199,1.0903178603245323,1.0831798179275176,1.050184097644206,0.8857828654618702,58.89405799237485
2004-09-23,59.00576679992268,60.603113045796974,58.25009668880201,59.73278933877742,8327173.897575365,84.08717217394462,1.5256855290917528,0.8918058689383264,92.15197932623828,284498023.4086808,1.7563915114313235,8.837776071115726,86.37671490259008,18.493268052469677,97508905.5710543,133.97935423495656,0.14020038786838146,0.6105490027629612,1.345141461233996,1.1077353852321141,1.0981599659692232,1.0898875225457967,1.0535805721538865,0.9477937176535612,59.73278933877742
2004-09-24,59.810742020415965,61.392978527822045,59.16418808455123,59.705796108049604,8872951.014152143,83.81190528938569,1.621553208379936,1.038197779226975,85.71507820404815,282586908.5092352,1.8191486496729408,7.788124183810837,92.76786626108081,17.60762465626023,88635954.55690216,125.02259029512237,0.15804701778400218,0.5795862397389482,1.3719582581724223,1.1014795830632704,1.0907626720280061,1.0816625595508809,1.0437847762845465,1.0082331551911792,59.705796108049604
2004-09-27,59.64565793865185,60.62683882567973,58.84950074170215,59.188005352905,7720345.654952686,78.503119024021,1.6405974215904493,1.1589697163257568,80.82420485504683,278950321.2156916,1.8570717071436025,6.2097843329617675,85.88097850555708,16.294311667883207,80915608.90194947,99.1467404447641,0.1489322829931003,0.6162887024862553,1.3496180095813237,1.0871952386611639,1.0757447203315287,1.06620004087108,1.0287339041603356,0.8957200574040753,59.188005352905
