,true_close,y,Date,green,red,1_day_risk,10_day_risk
152,50.51376231720585,1.0,2016-04-13,50.51376231720585,50.51376231720585,0.642926037311554,0.8028450608253479
153,50.42161788218905,0.0,2016-04-14,50.42161788218905,,0.7231061458587646,0.8737971186637878
154,50.73386653647613,0.0,2016-04-15,50.73386653647613,50.73386653647613,0.7962043285369873,0.8334782123565674
155,50.76125392253227,1.0,2016-04-18,50.76125392253227,50.76125392253227,0.7456519603729248,0.8201644420623779
156,49.92453823812067,0.0,2016-04-19,49.92453823812067,49.92453823812067,0.6832554936408997,0.8646199107170105
157,49.969688046123,1.0,2016-04-20,49.969688046123,49.969688046123,0.7857369780540466,0.8093386888504028
158,49.76709143107225,0.0,2016-04-21,49.76709143107225,49.76709143107225,0.747450053691864,0.8250539302825928
159,50.40598200087529,1.0,2016-04-22,50.40598200087529,50.40598200087529,0.6753525733947754,0.8067507743835449
160,50.37869266881221,0.0,2016-04-25,50.37869266881221,50.37869266881221,0.6593668460845947,0.815238356590271
161,50.6187431481956,1.0,2016-04-26,,50.6187431481956,0.6942062377929688,0.8876346349716187
162,50.40765926873858,1.0,2016-04-27,,50.40765926873858,0.683195173740387,0.9164852499961852
163,49.84498062503995,1.0,2016-04-28,,49.84498062503995,0.70808345079422,0.93922358751297
164,48.744543496473945,1.0,2016-04-29,,48.744543496473945,0.7183719873428345,0.9175076484680176
165,48.4945906204944,1.0,2016-05-02,,48.4945906204944,0.697121262550354,0.9163530468940736
166,47.17470717341084,1.0,2016-05-03,,47.17470717341084,0.7583109140396118,0.9655599594116212
167,45.44394818513227,1.0,2016-05-04,,45.44394818513227,0.6358039975166321,0.939732313156128
168,43.40428170610488,1.0,2016-05-05,,43.40428170610488,0.4808874726295471,0.911597728729248
169,43.13239863680956,1.0,2016-05-06,,43.13239863680956,0.3542851209640503,0.8923749923706055
170,42.25593978075689,1.0,2016-05-09,,42.25593978075689,0.36773812770843506,0.8787558674812317
171,41.91927824882643,1.0,2016-05-10,,41.91927824882643,0.24788616597652435,0.7672337889671326
172,41.836547268070696,1.0,2016-05-11,,41.836547268070696,0.2344513088464737,0.7800224423408508
173,41.58919237695463,1.0,2016-05-12,41.58919237695463,41.58919237695463,0.21575897932052612,0.6695989966392517
174,41.54551691536918,0.0,2016-05-13,41.54551691536918,41.54551691536918,0.1786803901195526,0.5523054599761963
175,41.61863153530841,1.0,2016-05-16,41.61863153530841,41.61863153530841,0.17160610854625702,0.4798057675361633
176,41.17232052161087,0.0,2016-05-17,41.17232052161087,,0.17983829975128174,0.4015139937400818
177,41.86241293634799,0.0,2016-05-18,41.86241293634799,,0.2023245394229889,0.3096162974834442
178,42.62914440870323,0.0,2016-05-19,42.62914440870323,42.62914440870323,0.22492557764053345,0.5583360195159912
179,43.55660038435472,1.0,2016-05-20,43.55660038435472,43.55660038435472,0.2640612721443176,0.6930522918701172
180,43.35340979730491,0.0,2016-05-23,43.35340979730491,,0.2944198548793793,0.7698138952255249
181,43.50199390513095,0.0,2016-05-24,43.50199390513095,,0.27930504083633423,0.8133941888809204
182,43.77109810483294,0.0,2016-05-25,43.77109810483294,,0.3517672121524811,0.8597938418388367
183,44.585483206015255,0.0,2016-05-26,44.585483206015255,,0.5214923024177551,0.9025840163230896
184,44.60012023294519,0.0,2016-05-27,44.60012023294519,44.60012023294519,0.5916182994842529,0.8949230909347534
185,44.629942022021545,1.0,2016-05-31,,44.629942022021545,0.7685517072677612,0.9292443990707396
186,44.16327889441409,1.0,2016-06-01,,44.16327889441409,0.8720378279685974,0.956536591053009
187,43.92194749402638,1.0,2016-06-02,43.92194749402638,43.92194749402638,0.8528450727462769,0.9531605839729308
188,43.84138184110992,0.0,2016-06-03,43.84138184110992,,0.8381059169769287,0.9533852338790894
189,44.032884675882606,0.0,2016-06-06,44.032884675882606,,0.8201401829719543,0.905271589756012
190,45.61570866457405,0.0,2016-06-07,45.61570866457405,45.61570866457405,0.8242748975753784,0.8984394669532776
191,46.5830980921102,1.0,2016-06-08,,46.5830980921102,0.7875247597694397,0.8603810667991638
192,46.120885403405566,1.0,2016-06-09,,46.120885403405566,0.7371803522109985,0.8288819193840027
193,44.585009514299855,1.0,2016-06-10,,44.585009514299855,0.7598387598991394,0.8057791590690613
194,43.92785418297126,1.0,2016-06-13,43.92785418297126,43.92785418297126,0.6817623972892761,0.7685757279396057
195,43.31954934093203,0.0,2016-06-14,43.31954934093203,,0.6950257420539856,0.8619495034217834
196,43.46284286441899,0.0,2016-06-15,43.46284286441899,43.46284286441899,0.7039703726768494,0.9275118112564088
197,43.5428940503982,1.0,2016-06-16,43.5428940503982,43.5428940503982,0.729996919631958,0.9255211353302002
