,true_close,y,Date,10_day_risk,1_day_risk
0,582.0360281208602,1.0,2014-07-03,0.9986855387687683,0.5779958963394165
1,581.1388946323401,0.0,2014-07-07,0.9952717423439026,0.5853804349899292
2,573.590751793194,0.0,2014-07-08,0.9945068955421448,0.6118296384811401
3,574.1835087330867,0.0,2014-07-09,0.9569165706634521,0.5891780853271484
4,571.16283340326,0.0,2014-07-10,0.8946731686592102,0.5559061169624329
5,575.3432465739535,0.0,2014-07-11,0.3105887770652771,0.61463463306427
6,580.4947365206103,0.0,2014-07-14,0.07730678468942642,0.5805104374885559
7,582.2394389101433,1.0,2014-07-15,0.3175647258758545,0.5313600897789001
8,581.4758568412065,1.0,2014-07-16,0.11872870475053787,0.5705953240394592
9,575.4199770184457,1.0,2014-07-17,0.31105631589889526,0.5280199646949768
10,587.1399362923935,1.0,2014-07-18,0.5543968677520752,0.5154803991317749
11,587.6053894455018,1.0,2014-07-21,0.19867739081382751,0.4273297786712646
12,591.1844479514335,1.0,2014-07-22,0.3530206084251404,0.4904287755489349
13,593.2408904011659,1.0,2014-07-23,0.29696744680404663,0.4747273623943329
14,592.2558234812284,1.0,2014-07-24,0.29402321577072144,0.5005728006362915
15,589.1042751569064,1.0,2014-07-25,0.6532139778137207,0.4633995294570923
16,589.0254275793313,1.0,2014-07-28,0.47223350405693054,0.5162265300750732
17,585.7631843207347,1.0,2014-07-29,0.6810961365699768,0.5649367570877075
18,585.7946840923353,1.0,2014-07-30,0.6887442469596863,0.5861992239952087
19,575.5508719762627,1.0,2014-07-31,0.7056383490562439,0.5642843842506409
20,568.3808575598559,1.0,2014-08-01,0.23593507707118988,0.5463643670082092
21,570.4607873285668,0.0,2014-08-04,0.06219911575317383,0.4938390254974365
22,565.9511132114827,0.0,2014-08-05,0.07872502505779266,0.4565104246139526
23,565.2180367187455,0.0,2014-08-06,0.2973656952381134,0.4924201071262359
24,563.007691025389,0.0,2014-08-07,0.7232450246810913,0.4666248857975006
25,565.7409517465815,0.0,2014-08-08,0.9864765405654907,0.4321129322052002
26,566.1206703915769,0.0,2014-08-11,0.9871843457221985,0.414654791355133
27,562.9152601497473,0.0,2014-08-12,0.9945966005325317,0.4354343712329864
28,569.6043956178413,1.0,2014-08-13,0.9794608354568481,0.3900947570800781
29,571.8613278949554,1.0,2014-08-14,0.9897046685218811,0.3076734542846679
30,571.8928679614767,1.0,2014-08-15,0.9960591793060303,0.3135066032409668
31,577.5304298119074,1.0,2014-08-18,0.9576159119606018,0.3015917539596557
32,582.5502134224488,1.0,2014-08-19,0.9025260806083679,0.3391537070274353
33,582.770846182232,1.0,2014-08-20,0.96104896068573,0.3735889196395874
34,582.122094137414,1.0,2014-08-21,0.9670240879058838,0.3899656236171722
35,581.3699607312981,1.0,2014-08-22,0.9784508943557739,0.392004132270813
36,579.5769288829075,1.0,2014-08-25,0.9936060905456543,0.4683447480201721
37,577.4325159293302,1.0,2014-08-26,0.9740100502967834,0.5462930202484131
38,572.2351604824921,0.0,2014-08-27,0.6288420557975769,0.513979434967041
39,569.2493075116457,0.0,2014-08-28,0.17739422619342804,0.5612964034080505
40,569.7599901730213,1.0,2014-08-29,0.1308654546737671,0.5639563798904419
41,573.6530204863387,1.0,2014-09-02,0.031232481822371483,0.4919621646404266
42,575.4110004075233,1.0,2014-09-03,0.01645374670624733,0.5237270593643188
43,578.6450983115784,0.0,2014-09-04,0.014553910121321678,0.4913967549800873
44,582.4347565770212,0.0,2014-09-05,0.02619430050253868,0.5564514994621277
45,586.1206401437543,1.0,2014-09-08,0.02824358642101288,0.5680437684059143
46,581.7646971948452,1.0,2014-09-09,0.015012238174676895,0.4928014278411865
47,581.5949053707349,1.0,2014-09-10,0.012800313532352448,0.4178933501243591
48,580.4011123875697,1.0,2014-09-11,0.0515500083565712,0.3984864056110382
49,576.2689537887744,1.0,2014-09-12,0.03519343584775925,0.3335455060005188
50,573.1892082889617,1.0,2014-09-15,0.011126256547868252,0.332486629486084
51,576.551601929457,1.0,2014-09-16,0.021126262843608856,0.3294897675514221
52,580.8528354555834,1.0,2014-09-17,0.08609572798013687,0.3433165252208709
53,585.2752929465636,1.0,2014-09-18,0.0906502902507782,0.3856140673160553
54,591.2375115889145,1.0,2014-09-19,0.030874911695718765,0.4065631031990051
55,587.6782859164716,1.0,2014-09-22,0.028191179037094116,0.3655632436275482
56,582.3876716772104,1.0,2014-09-23,0.015451950021088123,0.4401366710662842
57,584.9827279337032,1.0,2014-09-24,0.008597556501626968,0.4723914563655853
58,577.5095126381243,1.0,2014-09-25,0.004698443692177534,0.4140454232692718
59,576.2162627729529,1.0,2014-09-26,0.007614328060299158,0.4302794933319092
60,575.2839408719007,1.0,2014-09-29,0.0070158033631742,0.4227027297019958
61,575.605842928212,1.0,2014-09-30,0.008518166840076447,0.4248253405094147
62,569.8262173881556,1.0,2014-10-01,0.010173661634325981,0.3916705548763275
63,568.9765936883935,1.0,2014-10-02,0.08685758709907532,0.4080730676651001
64,572.049989553633,1.0,2014-10-03,0.16736550629138947,0.3989178240299225
65,574.4674932920138,1.0,2014-10-06,0.5220946669578552,0.4238447248935699
66,566.4913295613845,1.0,2014-10-07,0.3278561532497406,0.3756697177886963
67,569.3780871726565,1.0,2014-10-08,0.11024518311023712,0.4321848154067993
68,562.8561250660938,1.0,2014-10-09,0.06562954187393188,0.4312860369682312
69,549.9491280260625,1.0,2014-10-10,0.06634169816970825,0.4546546638011932
70,538.1197344819734,1.0,2014-10-13,0.0893625020980835,0.4627860486507416
